city,locality,hospital_km,school_km,mall_km,station_km,accessibility_score,accessibility_available
Mumbai,Shiv Kutir,0.7211960762394874,0.0600457791771866,1.2603789968551191,1.1288842868706106,8.92,1
New Delhi,Lajpat Nagar,0.8599405189973821,0.4369164171302017,3.504766183172761,0.15375481598891,8.68,1
Bangalore,Bangalore Shivamogga Road,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
Bangalore,Srinagar,0.5927487068052405,0.8793205511596708,1.1316000343627397,1.620169158005346,8.43,1
New Delhi,Sector 23 Rohini,2.030838725752458,0.3695808172272311,2.676570654229168,2.2531687369027487,7.35,1
New Delhi,Kalyan Vihar,0.6414808175223998,0.3952581160454478,1.3851498289470576,1.1480938353618846,8.78,1
New Delhi,Sainik Nagar,0.3014821394835192,0.6074201854024467,1.9085454507073485,0.3651726896352547,9.09,1
New Delhi,Prem Nagar 3,0.6300107605293894,0.1771792520683859,2.877442575443067,0.292081742779867,8.99,1
Bangalore,Hongasandra,0.2491370604965134,0.2093152762964266,2.720470309394849,0.4953819048445706,9.15,1
Mumbai,Vazira Naka Borivali West,0.2408340640442167,0.4298765532260596,1.2079963317886984,0.4911174675273269,9.22,0
Mumbai,Shastri Nagar Mitha Nagar,0.2408340640442167,0.4298765532260596,1.2079963317886984,0.4911174675273269,9.22,0
Bangalore,Yelahanka New Town,0.1883122042555876,0.0723477184264776,0.2899703395275761,1.409097199289567,9.28,1
Mumbai,Naigaon East Vasai Link Road,2.3270258661180727,2.8803120077763182,6.033519402077584,2.7223084167458795,5.24,1
Bangalore,Kudlu,0.5476731439523684,0.5817857621450365,0.7156356049614573,1.4703507781975242,8.72,1
Mumbai,Vasai West,0.1781770888908702,2.1029619637160435,4.220348486892129,0.4089785017562592,8.06,1
Bangalore,Sathya Sai Layout,0.4292087141682194,0.4712248473389456,2.695645475466957,2.825811476270964,8.04,1
Bangalore,Sector 3 HSR Layout,0.1879484098895224,0.2275957345434022,2.1334259505169237,1.605245883166214,8.85,1
New Delhi,DDA,1.2953991283792214,0.1182019210847002,2.4840137194358536,0.8410999631933826,8.48,1
Mumbai,Naigaon Palghar,0.6772379166084804,1.2458116245160662,6.07477182218194,0.0,8.06,1
Mumbai,Virar,0.2408340640442167,0.4298765532260596,1.2079963317886984,0.4911174675273269,9.22,0
Mumbai,Santacruz West,0.1415980656903043,0.1561603062012807,3.714950367770189,0.5680916279787186,9.07,1
Mumbai,Mulund West,0.0343081177599141,0.1866308236358046,1.2228513258438376,0.5196177165385929,9.51,1
New Delhi,Indira Vihar,0.3165759699203807,1.1839201737468037,2.837348600152139,0.2977015669094907,8.68,1
Bangalore,Annasandrapalya Extension,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
New Delhi,Sector 2 Rohini,0.3404398360072742,0.0655144438074206,1.4785360161394552,1.7231218216885087,8.9,1
Bangalore,Sector 5 HSR Layout,0.1770409518759799,0.1763848977520215,1.6695345607099188,1.2441143316958874,9.09,1
Bangalore,Devinagar,1.1476637177099305,0.4271391725513267,2.1303545738082725,0.967772642299818,8.42,1
New Delhi,Sector 13 Rohini,0.7440202853419565,0.6181527131737414,0.6550998995159883,0.6812235769023635,8.89,1
Mumbai,Nala Sopara,0.1482051206952328,0.961126108391769,0.6288760131660726,0.2897207486331471,9.23,1
Mumbai,Dadar West,0.0375862741832939,0.1988606267404768,0.4118151594158409,0.1089481320730076,9.78,1
New Delhi,Block F Karam Pura,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
Bangalore,Upkar Layout Whitefield,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
Bangalore,Koramangala,0.2033268922704771,0.2675301491638186,0.5007056724304838,2.1637211864478925,8.86,1
New Delhi,South Extension,0.2431990488179149,0.4213684895747924,2.4529615991379377,0.0,9.28,1
New Delhi,GK I,0.1949346745846847,0.3460328470573142,0.0,0.8329053454128048,9.4,1
New Delhi,Sarita Vihar,0.2174855074347934,0.2517148447205067,3.494452870500228,0.738340545660362,8.94,1
Bangalore,Attibele,16.075507165584835,15.227942256873714,16.614849273331306,15.733749570418908,0.0,1
Mumbai,Kalachauki,0.2408340640442167,0.4298765532260596,1.2079963317886984,0.4911174675273269,9.22,0
Bangalore,Sir M Visvesvaraya Inst Road,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
New Delhi,Mahaveer Nagar,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
Mumbai,Rajendra Nagar,0.197276867052798,0.7743423607460546,0.5954900854178408,0.8980470438882414,9.07,1
Bangalore,Vyalikaval HBCS Layout,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
New Delhi,Sector 15 Dwarka,0.0162883194494503,0.0991256486608406,4.310811893326064,0.4858790446838388,9.11,1
New Delhi,Chander Vihar,0.3635725435351975,0.7834839468232191,2.3069565760381865,1.9132922888281008,8.33,1
Bangalore,KR Puram,0.1398800469579974,0.4642267648469274,1.1762107608663324,1.26880110545434,9.03,1
Bangalore,Naganathapura,1.011866280600071,0.3727233277461763,2.44035999477638,1.653424622497172,8.22,1
Bangalore,Rachenahalli Main Road,1.073109333311545,0.3401287473845952,3.3171570077665704,4.301097726483622,7.08,1
Bangalore,Kanakapura Road,0.3159038482588618,0.127114478519724,0.0911162897876212,0.0262231721172244,9.72,1
New Delhi,East Of Kailash,0.6570071094552099,0.257952475358947,1.3685172021469774,0.5129857741245589,9.08,1
Bangalore,Bidare Agrahara,3.4631379456869524,3.1341044240733584,5.08835291378402,4.248065563008694,4.0,1
Mumbai,Pedder Road,0.1516112032280838,0.1949943619639133,0.5627270472927728,1.0384538097772933,9.34,1
Bangalore,Banashankari,0.5084528581404101,0.111328166297199,3.4226913663490204,2.312580060733246,8.26,1
Mumbai,Kanjurmarg,0.6849305360680513,0.4812622907134662,1.2960205605892057,1.2152207673617377,8.7,1
New Delhi,Sarvapriya Vihar,0.0595110640248723,0.4206938402462448,0.7948453746685251,0.2332254001191226,9.55,1
Bangalore,Uttarahalli,0.179722049281255,0.2274676515487236,2.3408144488743643,2.454489141215729,8.51,1
New Delhi,Mansarovar garden,0.6367426868615035,0.5600800370225543,1.1520347772865214,0.7201946852250806,8.9,1
New Delhi,Greater Kailash,0.7960187127286902,0.6118626165453624,0.8329053454128048,0.0,9.09,1
Bangalore,Amruthnagar,0.5479719167042072,0.1537441988139279,1.017514678300547,2.0566262014537045,8.67,1
New Delhi,Sector 17 Rohini,0.1549701213999481,0.2382158405975566,1.2234984824734907,1.6200315326968906,9.0,1
New Delhi,Saket,0.5009042344099219,6.74390596801504e-06,0.94994807277882,0.7683576228795624,9.27,1
New Delhi,Sector 22 Rohini,0.2225981481164582,0.6854323017671679,4.406066377781553,3.8122879594044976,7.43,1
Bangalore,Agrahara Layout,0.2809786656261485,0.3904253475197224,2.503094333939152,3.7732439074823088,7.85,1
New Delhi,Indra Park Extension,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
Bangalore,Hennur Main Road,0.0905819959495352,0.1214061189167253,2.9642132740914597,2.4880551201354213,8.51,1
New Delhi,Friends Colony,0.7317028552970052,0.6332927911741048,3.7792556138817113,0.8377446129789607,8.36,1
Bangalore,Phase 1st JP Nagar,0.1996768703478984,0.0455155394622777,1.3411354137380125,0.9715430783537112,9.29,1
New Delhi,Sector 22 Dwarka,1.7934800420820696,0.3150884237984628,1.0172267906822126,0.6612721393315846,8.37,1
Bangalore,Vidhana Soudha Layout,1.3640504183667863,0.9356123464098762,1.760511518182332,2.4209433887626948,7.54,1
New Delhi,Gujranwala Town,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
New Delhi,Moti Bagh,0.3869709358497925,0.2962825739108472,1.3861645706313743,0.3851585760764959,9.27,1
New Delhi,Nangloi Jat,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
Bangalore,Seegehalli Road,1.2404073221887546,1.019512619312404,4.0228253719589615,1.7881804504682592,7.47,1
New Delhi,Block B4 Safdarjung Enclave,0.2326151085317742,0.2006826404058657,1.818921762582096,0.7411350773662803,9.21,1
New Delhi,Nilothi,0.1972185789847909,0.8618293431958844,2.1355880235784195,2.1733072438993064,8.32,1
Bangalore,Hegde Nagar,0.2177408624689574,0.4570930402542849,1.6824966400011974,5.800066708208354,7.21,1
Bangalore,Yelenahalli,0.9536279910282952,0.4432043912401535,1.838673876451272,4.365088925814435,7.29,1
New Delhi,Sector 7 Dwarka,1.0807394654876503,0.8649914826633153,2.343781090440934,0.5195976545743222,8.37,1
New Delhi,Budh Vihar Phase 2,1.3207035287012985,0.2079182483457525,3.5521417018898243,1.9523276476102407,7.84,1
Bangalore,MCECHS Layout,1.409173984959624,0.4808490959557414,2.712309246107863,4.404218751715026,6.86,1
Mumbai,Kurla West,0.1839252717681302,0.2795693933843602,1.7701968301462867,0.4626364356492984,9.31,1
New Delhi,Rajdhani Park,0.5064905365775452,2.671299747138237,6.078663256194739,0.0,7.45,1
Bangalore,Bommanahalli,0.5045353197647953,0.273679956610407,1.941372211117378,0.8805288528469858,8.94,1
Mumbai,Atur Park,0.0588028219298326,0.2163662463655092,3.249935383686096,0.3303053479207618,9.25,1
Bangalore,Vignan Nagar,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
Bangalore,Bellary Road,0.4271646806299213,0.6372537281827214,1.7346847792417808,1.1295314341168994,8.74,1
Bangalore,Chikkakannalli,1.9392947493164447,1.500958172397642,3.5063448407050424,1.5412168981004433,6.98,1
Mumbai,Bachani Nagar,0.2408340640442167,0.4298765532260596,1.2079963317886984,0.4911174675273269,9.22,0
New Delhi,Sector 13 Dwarka,1.0807394654876503,0.8649914826633153,2.343781090440934,0.5195976545743222,8.37,1
New Delhi,Jorbagh Tri Nagar,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
Mumbai,Citizen Colony,0.2408340640442167,0.4298765532260596,1.2079963317886984,0.4911174675273269,9.22,0
Mumbai,Raheja Vihar,0.4471519780492304,0.7968441119744706,1.0615902041566647,1.6900805877543663,8.54,1
Bangalore,Samethanahalli,3.933338020151894,2.4379653049845578,4.588212854892707,3.697835267903681,4.35,1
New Delhi,Alaknanda,0.4077732710790686,0.0512292169277152,3.217404496124617,2.326719608443115,8.37,1
Bangalore,Chandapura,9.575584175257545,8.90429377487217,12.024413033153268,9.098736792258231,0.0,1
New Delhi,Mundka,0.8011360585995897,3.9047381603066142,6.704591352451652,0.0,6.56,1
Bangalore,Kannamangala,1.5591899576439163,1.26777629201415,4.295571201080331,2.131332772449101,6.99,1
Bangalore,Sathanur,1.2964845165227192,0.1335537861862524,2.642159860769672,4.74419191608602,6.98,1
Bangalore,Lakkasandra Extension,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
New Delhi,Hardev Nagar,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
Mumbai,Kurla East,0.0217672841434183,0.6582297248431955,2.1226427579347544,0.4266567573236895,9.18,1
Bangalore,Manjunatha Nagar Kalkere,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
New Delhi,Kohat Enclave,0.2287831998090284,0.3227412606591224,1.069776072104338,0.0,9.54,1
New Delhi,Hauz Khas Enclave,0.2460510300021848,0.1595862691462009,0.446058327805332,0.682331275066214,9.45,1
New Delhi,Nangloi,0.5655587726351141,1.1622711126202514,5.202331475047895,0.0,8.3,1
New Delhi,GK II,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
New Delhi,Green Park,0.0568015509391123,0.1605033181261825,0.7192625643711353,0.0,9.78,1
Mumbai,Bandra,0.3690066954048115,0.3945310511720712,1.1270666599034178,0.0,9.41,1
Bangalore,Kundalahalli,0.5678960581515913,0.7954223056187074,1.302514382107667,0.0,9.07,1
Bangalore,RHCS Layout,1.3672508672135055,0.5615670105982646,5.2889251569997615,4.360414548003757,6.47,1
New Delhi,Prem Nagar Janakpuri,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
New Delhi,Shivaji Park,0.5133063610499524,0.6088939357702473,2.236980133744095,0.4134011105604695,8.9,1
Bangalore,Bilekahalli,0.279219137790982,0.0700759209107205,0.7385293476874846,1.333926225133688,9.19,1
Bangalore,Defence Enclave,0.9553107691627184,0.5732730821865734,3.296059315059976,5.268307918268785,6.67,1
New Delhi,Transit Camp,1.0463060894754916,0.7151358464693331,1.1438492083483411,0.5575317254238801,8.63,1
Bangalore,Begur Hulimavu Road,0.6208247232808809,0.2386114246673865,2.5368547879498373,2.5918209053077192,8.16,1
New Delhi,Rana Pratap Bagh,0.2143857648147497,0.3819046859728956,1.4331300548024086,1.8073035187426016,8.79,1
Mumbai,Chinchpokli,0.2114453532456024,0.2210652027765486,1.152385736756928,0.0,9.59,1
Mumbai,Orlem,0.0584835317419773,0.1701659289375029,0.8728127372993033,0.6043909003261165,9.52,1
Bangalore,Subs Nagar,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
New Delhi,Sector 1 Dwarka,1.7934800420820696,0.3150884237984628,1.0172267906822126,0.6612721393315846,8.37,1
Bangalore,New International Airport Road,1.5313693193183202,5.5602600756395845e-06,1.5125322454948045,6.871742324654464,6.28,1
New Delhi,Prem Nagar Najafgarh,0.7061007279059023,0.5073076394524231,4.917828990356616,0.8217770704614656,8.28,1
Mumbai,Irani Wadi,0.4101253344501501,0.2895144103073247,0.6949509083207133,0.9593009828617092,9.15,1
New Delhi,Mayur Vihar 1,0.2073583801274602,0.1611017576668314,1.909024218095605,0.6188704222398915,9.28,1
Bangalore,Bannerghatta,0.0694532166311585,0.1925331882912757,0.5610595238591158,2.5097143379577576,8.84,1
New Delhi,Azadpur,0.9961586014697452,0.2864072528663234,2.177373956472528,0.0,8.93,1
Mumbai,Versova,0.1270752878388743,0.4329124081520551,0.7052894225348976,5.578006135516466e-06,9.6,1
New Delhi,Yamuna Vihar,0.5114065279868498,1.0889884653560908,2.278048348374889,0.7767248048649502,8.52,1
New Delhi,Sarita Vihar Pocket H,0.5733216541994391,0.3114510717389185,3.2655603377838056,0.3790141935463152,8.87,1
Mumbai,Amboli,0.284037655034891,0.3475657787375603,1.9955971300180544,0.6185667329974128,9.12,1
Mumbai,Kamgar Nagar Prabhadevi,0.3826266448984492,0.1526656359990608,1.1145033902506016,0.7313265935459636,9.25,1
New Delhi,Badli,0.3562640933913283,0.5812396155574328,1.8309934177152904,0.2254259775676377,9.14,1
New Delhi,Shivaji Nagar,0.5000247852941091,0.3413955437953777,0.1938756965687023,0.1155062616229739,9.46,1
New Delhi,New Moti Nagar,0.1186694385046262,0.1247994732285419,0.6641396131888153,0.653330709803137,9.52,1
Mumbai,Vikhroli West,0.5293851618288723,0.4855102420409348,0.7252214596755208,0.4176306393037292,9.17,1
Bangalore,Lingarajapuram,0.3515182701540294,0.1960762714244636,1.119524547134754,0.4217025499773892,9.36,1
New Delhi,Anand Niketan,0.5330968684344983,0.0650789254043685,3.593509864485135,0.6401084618262037,8.87,1
New Delhi,Greater Kailash Enclave 1,0.912337229840354,0.1407698882091693,1.3158435838626443,0.2951352339739702,9.07,1
Mumbai,Vile Parle West,0.1423814492150797,0.3418066675927093,3.0848312351974405,0.5907799912719437,9.06,1
Bangalore,Kudlu Gate,0.5110188729860861,0.1743176547996745,2.0134569030348426,0.0490216469577706,9.29,1
New Delhi,Siddhartha Enclave,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
Bangalore,Munnekollal,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
Bangalore,Veerannapalya,1.095933503427181,0.4209826900946948,2.2816761130829737,2.934912504526557,7.69,1
New Delhi,Janakpuri,0.1303850921460136,0.4585359290376954,1.4759964751767525,0.830277463488966,9.16,1
Bangalore,Pai Layout Mahadevapura,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
Mumbai,Shastri Nagar Andheri West,0.3807614666407971,0.2225145483704848,0.4237889244342458,0.4106275014647229,9.44,1
Bangalore,Ramamurthy Nagar,0.1005039833012961,0.2286680776777882,2.551029562023219,1.3006790585478976,8.95,1
New Delhi,Sector 11 Rohini,0.553105965081918,0.1282040212736306,0.9202972179117772,1.446431451902528,8.92,1
New Delhi,Gopal Nagar Extension,0.6198966043046797,1.3723766043193608,6.622017547602792,1.5568878281544838,7.36,1
New Delhi,Vikaspuri Block F,0.1972604343690126,6.381278374628679e-06,0.7452164681417929,1.1383823831284057,9.34,1
New Delhi,Janakpuri Block B1,0.246226915311461,0.3638234623854146,1.1570239401592175,0.7253945017321329,9.22,1
Bangalore,Bengaluru Kanakapura Road,0.0783786390347629,0.2647454806326472,2.1211137429680464,0.5256567534921233,9.31,1
New Delhi,Najafgarh,1.9454146482958807,0.7045393696793599,2.230053609228112,0.735943021276897,7.87,1
New Delhi,Narela,2.030838725752458,0.3695808172272311,2.676570654229168,2.2531687369027487,7.35,1
Bangalore,Shanti Nagar,0.0642711026881972,0.2511569081591879,1.9094395360763317,1.6771615902082726,8.92,1
New Delhi,Badarpur,0.6551070423890913,1.278917948110923,2.309642971185052,0.3801353586642585,8.48,1
Bangalore,Rayasandra Main Road,1.5699310609168116,0.3428225537289033,2.723029632414584,2.113657852460654,7.69,1
Bangalore,Nagapura,0.1822131737585515,0.0467958765847605,1.2868650429763755,0.5591997582131413,9.46,1
Mumbai,Bhandup East,0.6708048013124495,0.4298765532260596,0.6645513823602895,0.5687757810108798,9.07,1
Mumbai,Gulshan Nagar,0.3048224445939244,0.3277342361618347,1.039320889308722,0.7864660353916905,9.2,1
New Delhi,Chokhandi,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
New Delhi,Pamposh Enclave,0.1544539480597846,0.2547026616638255,1.0242082570044824,0.5750280727282417,9.41,1
Bangalore,Mico Layout,0.1086383386831127,0.1269521267500352,0.3504493637588763,0.5867431168879438,9.6,1
Mumbai,Central Area,0.1442381558653337,0.1605473361484266,0.5848242323620328,1.1557373404090925,9.31,1
New Delhi,Palam Colony,0.600485680452042,0.9070077503715506,4.083525358407672,0.5563894867427195,8.37,1
Bangalore,Kempapura,0.575807278731723,0.3882844928009552,1.7635302674768942,2.601644364426555,8.22,1
New Delhi,Vigyan Vihar,0.6701216332981973,0.4628524189479291,1.0777298768362094,1.2072241769282694,8.75,1
New Delhi,Dilshad Garden,0.0374992733313882,0.9926523604675896,3.5945915161839515,0.9196421596735028,8.6,1
New Delhi,Jhilmil Colony,0.5182587122626116,0.024465665920191,1.3864156961536331,0.8245920279406308,9.16,1
Mumbai,Siddharth Nagar Goregaon West,0.3710878929522963,0.4603517137328883,0.5387013623322577,0.9788665156449096,9.1,1
New Delhi,Adarsh Nagar,1.074436599852943,0.0,4.484725147349705,1.335582248733035,8.18,1
Bangalore,Sarjapur,0.6278859512831123,0.8552278663339973,1.10136548663606,0.426264853992037,8.87,1
New Delhi,Patparganj,0.2777181711887621,0.230064506002293,2.241387037419358,0.8430642541346307,9.07,1
New Delhi,Khanpur,0.2436962572521163,0.8217601916033225,1.9908699741107072,3.0912845824505246,7.99,1
New Delhi,Vipin Garden Extension North Block,0.4731735886372921,0.3447997877477552,1.9908699741107072,0.738340545660362,8.88,0
Bangalore,Rajaji Nagar Block 2,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
Bangalore,Sri Balaji Layout,0.1440203053494082,0.1172716645834835,0.994064296675553,4.254275644772294,8.11,1
Mumbai,Dahanukar Wadi,0.2408340640442167,0.4298765532260596,1.2079963317886984,0.4911174675273269,9.22,0
Mumbai,Nagpada,0.0365844524196836,0.2600239768509116,2.154213088700899,0.8060572354300731,9.22,1
New Delhi,Bindapur,0.8172150771562124,0.1234451500311259,2.0830064625491995,1.7475649924882255,8.48,1
Bangalore,Judicial Layout,0.970286804446607,0.1304640449271986,1.4965148929326777,2.4450211520375342,8.21,1
Bangalore,Gunjur,0.1502493143138779,0.2167718852169252,0.9156552184523972,3.6119746518982256,8.31,1
Bangalore,Cox Town,0.4722394215529474,0.594037514556703,1.171384824819503,1.1235864254268433,8.82,1
Bangalore,Singasandra,0.3720616956491169,0.4935825296759017,2.4486804852780746,0.3778345194468899,9.02,1
New Delhi,New Rohtak Road,0.932248547280021,0.8785146724814313,1.872347331846325,0.0317213437080961,8.71,1
New Delhi,Geetanjali Enclave,0.2490621946286092,0.696458534031918,1.4384578511064658,0.2652102605095225,9.19,1
New Delhi,Sector 7 Rohini,0.221542892062842,0.3645685096597842,0.1131992280369082,0.1166481084061098,9.62,1
Mumbai,Govandi,0.4879962124393996,0.2734704536152679,2.705192848872788,0.0,9.16,1
New Delhi,Block C Bhajanpura,0.2943278883396588,1.251286135181834,4.444195139887174,1.7664892062807838,7.87,1
Mumbai,Aarey Colony,1.1107641313050256,1.3503118584609548,2.2390603906879907,1.5391430651519376,7.75,1
New Delhi,GTB Enclave,0.3029800440433793,0.5441997819755372,1.7383276119049615,1.5095024545888038,8.72,1
Bangalore,Singapura,0.248564803124263,0.2878923393457629,3.5672621833898286,4.366390993368404,7.53,1
Mumbai,Girgaon,0.2973135635354708,0.0686712648780516,1.080406432100537,0.3501769653338355,9.49,1
New Delhi,Paschim Vihar,0.7092497243627176,0.3456618940114329,3.183123203758578,1.1745952001516144,8.48,1
Bangalore,Attibele Anekal Road,16.56409228846417,15.704207175028952,19.093566101949705,16.022441699190008,0.0,1
Mumbai,Matunga,0.3001688444465792,0.3029820705453067,1.0862719575411603,0.4075753661995863,9.35,1
Bangalore,Indira nagar Stage 1,0.4497765300568084,0.0557639322031588,2.0259516039171097,0.5937326676751667,9.18,1
New Delhi,Vijay Nagar,0.134016036678234,0.1462943327987621,0.4069470222251622,1.5686111082364078,9.2,1
New Delhi,Manohar Park,0.3158633236813573,0.625028844451458,4.528815668921352,1.385950472790095,8.3,1
Bangalore,Kodathi,2.382728711607049,1.8808372737085548,3.502273853468227,2.0446226744849083,6.34,1
Bangalore,Kamakshipalya,0.3041874384387292,0.3758843230356224,2.431740522528368,1.720182876218328,8.62,1
Bangalore,Mullur,0.3599124015497667,0.3190461838306101,1.9421877378850636,1.980021983833783,8.6,0
New Delhi,Malka Ganj,0.3175668039803849,0.1974425277262225,0.6971097796206499,1.1230246371363042,9.19,1
New Delhi,Ramesh Nagar,0.7919972866336664,0.1378766452975867,1.616884189681736,0.9245836556723946,8.87,1
Bangalore,ECC Road,0.5239540838033244,0.5458133937528532,0.986168506785595,0.6380988548897504,9.03,1
Bangalore,Hebbal Kempapura,0.4778356601428107,0.2799224302551304,1.5430586939202997,2.4636875212387186,8.42,1
New Delhi,Naraina,0.6679429242248317,1.2790018101207172,2.548795203092635,0.6407857419392665,8.34,1
Bangalore,RMV Extension,0.0575739727035175,0.2756765071182287,0.8478106261401325,1.46060773336388,9.15,1
Mumbai,Western Express Highway,0.200865679866558,0.4924326099373263,0.7393011655326754,0.4072978327961437,9.37,1
Mumbai,Mahim,0.2825501075367553,0.1046561157873182,1.7015765242978738,0.4831600093757841,9.34,1
Bangalore,Koppa,1.6550990403696648,0.3438098322478791,2.6939640182333,3.451981119975452,7.14,1
Bangalore,Binnamangala Stage 1 Indiranagar,0.2161703326903464,0.2690062245452634,2.1390612279634023,0.410351102995726,9.26,1
Bangalore,Sadashiva Nagar,0.4586319072337821,0.2294774710779427,1.4248442828707004,2.209841077795547,8.57,1
Bangalore,Vasanth Nagar,0.3978377585913664,0.1493022464949268,0.8038441470799477,0.7284249592222279,9.29,1
New Delhi,Sagarpur,0.7340782509504252,0.8297112252618001,3.579886348493732,0.2765521932054801,8.5,1
Mumbai,Pali Naka,0.4519018918030093,0.1466557327507986,2.477172119282855,1.2122958021037906,8.83,1
Bangalore,Channasandra,0.8157509575403658,0.3098584962085318,1.8844082370650548,0.0,9.07,1
Bangalore,Rachenahalli,1.031533118509612,0.2581865745032272,3.412648057405342,4.400083934584377,7.09,1
New Delhi,Ashram,0.8643630646041525,0.567142939905679,3.430538827118052,0.0,8.68,1
Mumbai,Ghatkopar East,0.3152966494934202,0.1288796745479735,0.5113861722678525,0.4911174675273269,9.49,1
Mumbai,Breach Candy,0.1561372376475035,0.303716973696964,0.3839871371585065,1.4380844920681384,9.16,1
Bangalore,Maruthi Nagar Attiguppe,0.0155341983945455,0.5716423987041567,2.420717390975644,1.2900074871022402,8.86,1
Mumbai,Manish Nagar,0.1772007601380177,0.2671012197685746,0.2569250817424803,0.37144858430763,9.58,1
Mumbai,Bandra Kurla Complex,0.2472600123897105,0.5559526501666452,0.8890152108736484,0.0,9.44,1
New Delhi,Keshav Puram,0.4233141135985176,0.4543630159839958,0.9708735749430748,0.0,9.37,1
New Delhi,Patel Nagar East,0.3052554218223586,0.3294606885888333,2.6608751743579613,0.1284220970044771,9.2,1
New Delhi,Razapur Khurd,1.296629697650371,0.2111896583402053,3.6320181397303792,2.0933624280422225,7.79,1
Bangalore,HAL Old Airport Road,0.1423590612088976,0.3412355512592769,0.3922930658572601,2.6250620748839366,8.7,1
Mumbai,90 Feet Road,0.4063205795700047,1.2878179355488737,1.706261327589682,0.659892100197929,8.61,1
New Delhi,Tughlakabad Extension,0.7484821905461697,0.4608550718253272,3.339515501827459,2.467797628159964,7.89,1
New Delhi,Lajpat Nagar 2,0.2109948836607067,0.1692876545245127,2.325295413606084,0.0491054872852635,9.42,1
New Delhi,Pankha Road,0.4836304664205333,0.6575130397830049,3.4207522398503287,0.3465656469410247,8.74,1
New Delhi,Sector 28 Dwarka,3.726715208776771,0.371427615249202,2.652340136098603,1.3905912503658735,6.66,1
Mumbai,Deonar Farm Road,0.4725722777104732,0.6492014314636599,2.272940554141171,0.662249663388572,8.8,1
Mumbai,Mumbai Central,0.2493929430758638,0.1281968369632315,1.257843754888615,0.0,9.6,1
Bangalore,Mysore Road,0.6616810095932757,0.578176510667845,0.888276549156132,0.009775831065781,9.18,1
Mumbai,Utkarsh Nagar,0.1143196825125386,0.7038564406217781,0.3058290215415547,0.7130192969594463,9.27,1
New Delhi,Sector 1 Rohini,0.1095258677879825,0.1909773804839248,2.1500934816100354,2.3354975869026657,8.64,1
New Delhi,Shakti Nagar,0.094006491322042,0.1692223624070862,0.9295956261018692,1.3363371339652907,9.22,1
Bangalore,Talacauvery Layout,0.5506519060573384,0.2547243518704546,2.22572504034506,3.4332386865926185,7.92,1
Mumbai,Teachers Colony,0.4272081145128716,0.3368027292425834,1.8356868156654629,0.1238851791048381,9.25,1
Bangalore,Lakshmipura,0.3722191798069863,0.4002024662094914,5.788908394222566,3.1347060490488645,7.53,1
New Delhi,Vipin Garden,0.386225795933268,1.0725991188476445,2.296830109961462,0.7132666597196577,8.62,1
Mumbai,Colaba,0.5986860093013703,0.0679660038136129,0.9345346725214274,0.5779885965024865,9.25,1
Bangalore,Siddapur,0.0703505650087946,0.0,1.9019040235164069,0.9143439273241972,9.33,1
New Delhi,Shadipur,0.3521105426278091,0.4266311896198451,1.3829226347949326,0.0,9.37,1
Bangalore,Basavanagudi,0.0364453999493854,0.1918875011469883,2.230621196289853,0.6263275921959317,9.31,1
Bangalore,Vibhutipura,0.6717376640655217,0.4548363040948792,2.342832064005945,3.3134723566497826,7.78,1
New Delhi,Baljit Nagar,0.2705348756078663,0.1950929860770954,2.6711473670579795,0.6759769510413581,9.09,1
Mumbai,Sion Chunabhatti,0.2408340640442167,0.4298765532260596,1.2079963317886984,0.4911174675273269,9.22,0
